family,d,p,q,n,rho,method,method_description,credit,credit_evidence_grade,credit_evidence,extended_status,tie,tie_note,parent,chain_root,credit_note,moller_bound,at_moller_bound,err_float64,err_extended,err_float128,digits_shipped,sum_weights,sum_weights_minus_1,min_weight,max_node_norm,min_face_distance,source_file,source_sha256,source_tree,float64_origin
legendre,2,47,24,388,0.820738,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d2p47_s16.log), banked 2026-09-10T03:10:04",twin-shipped,no-tie,"Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 396 for this cell, ours is 388; Diallo and Worku, arXiv:2601.14488: published count(s) 397 for this cell, ours is 388; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 396 for this cell, ours is 388",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre_worker_d2p47_s16.log), banked 2026-09-10T03:10:04. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",312,no,4.541841e-18,2.133217e-71,4.854792e-36,17+80,1,-1.830e-18,4.763416e-05,1.410845307,7.861388e-04,legendre_d2_p47_n388.csv,9e301f3cc7706ac691fc93d2d87340323713b930fd1f3383c577cd47250a93cf,sync,twin-round-down
legendre,2,49,25,422,0.821706,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_286.out), banked 2026-09-09T14:34:04Z",twin-shipped,no-tie,"Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 427 for this cell, ours is 422; Diallo and Worku, arXiv:2601.14488: published count(s) 433 for this cell, ours is 422; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 427 for this cell, ours is 422",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_286.out), banked 2026-09-09T14:34:04Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",337,no,7.372575e-18,2.458036e-78,8.562248e-36,17+80,1,+7.373e-18,7.855637e-05,1.408866098,1.545076e-04,legendre_d2_p49_n422.csv,2fc593e5fcab0fc2b3f2f0e4d652381953fda179597c42bbb5bcee9ff5d712f7,sync,twin-round-down
legendre,2,51,26,456,0.821314,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_287.out), banked 2026-09-09T15:10:16Z",twin-shipped,no-tie,"Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 462 for this cell, ours is 456; Diallo and Worku, arXiv:2601.14488: published count(s) 465 for this cell, ours is 456; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 462 for this cell, ours is 456",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_287.out), banked 2026-09-09T15:10:16Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",364,no,7.061046e-18,8.067621e-73,3.855621e-36,17+80,1,+3.822e-18,6.295091e-05,1.408339728,3.416173e-05,legendre_d2_p51_n456.csv,d29ec0bbc4f7e7ce756ee861a40cf7a1af73a995343650eded7798f6741beb00,sync,twin-round-down
legendre,2,53,27,492,0.821521,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_290.out), banked 2026-09-09T14:36:44Z",twin-shipped,no-tie,"Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 498 for this cell, ours is 492; Diallo and Worku, arXiv:2601.14488: published count(s) 501 for this cell, ours is 492; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 498 for this cell, ours is 492",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_290.out), banked 2026-09-09T14:36:44Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",391,no,1.934627e-18,7.138826e-75,3.446511e-36,17+80,1,-1.762e-18,4.908801e-05,1.408692929,2.516744e-04,legendre_d2_p53_n492.csv,92dab05bbc5f701400dee3cc125488d5ffdfa94b153beff179c3126912126f87,sync,twin-round-down
legendre,2,55,28,528,0.820652,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_291.out), banked 2026-09-09T15:12:25Z",twin-shipped,no-tie,"Festa and Sommariva 2012, J. Comput. Appl. Math. 236(17), 4296-4302: published count(s) 536 for this cell, ours is 528; Diallo and Worku, arXiv:2601.14488: published count(s) 541 for this cell, ours is 528; literature survey (publish/shared/literature_best.tsv, source key festa_sommariva2012): best published count 536 for this cell, ours is 528",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_291.out), banked 2026-09-09T15:12:25Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",420,no,8.012519e-18,2.688374e-70,4.938105e-36,17+80,1,+2.019e-18,2.196017e-05,1.409064102,3.511964e-04,legendre_d2_p55_n528.csv,94211d2bef6b5cd3fe9fdda938a641194b848dbea9a56b247ba25b5059e9e336,sync,twin-round-down
legendre,2,57,29,570,0.823265,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_293.out), banked 2026-09-09T15:17:42Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 576 for this cell, ours is 570; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 576 for this cell, ours is 570",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_293.out), banked 2026-09-09T15:17:42Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",449,no,6.390506e-18,2.025335e-71,5.777555e-36,17+80,1,-6.315e-18,1.939503e-05,1.409527534,4.999294e-07,legendre_d2_p57_n570.csv,5304a130efe3a01cd63bdd29b37ed115f475462fb38b45b1d63b6a257e25a2b4,sync,twin-round-down
legendre,2,59,30,606,0.820569,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 22:42 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r2_15001979_295.out), banked 2026-09-09T18:25:41Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 613 for this cell, ours is 606; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 613 for this cell, ours is 606",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 22:42 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r2_15001979_295.out), banked 2026-09-09T18:25:41Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",480,no,7.152706e-18,1.200942e-72,4.264298e-36,17+80,1,-1.186e-18,1.073973e-05,1.41178096,4.935953e-07,legendre_d2_p59_n606.csv,c3be9aa913c3d7838bebf6c70787054b5632ea81180b7f1a961307f66c593ba5,sync,twin-round-down
legendre,2,61,31,642,0.817346,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_295.out), banked 2026-09-09T21:04:57Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 660 for this cell, ours is 642; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 660 for this cell, ours is 642",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_295.out), banked 2026-09-09T21:04:57Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",511,no,7.706025e-18,1.970495e-78,3.861749e-36,17+80,1,-4.601e-18,9.496125e-06,1.412757297,1.503003e-04,legendre_d2_p61_n642.csv,27d4aeea621211c2a5dbd19a35f1b6b52c9d3a30ed5b2a3ac15f1799e3d4218d,sync,twin-round-down
legendre,2,63,32,692,0.822059,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_299.out), banked 2026-09-09T15:16:00Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 709 for this cell, ours is 692; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 709 for this cell, ours is 692",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-09 18:46 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r1_14999820_299.out), banked 2026-09-09T15:16:00Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",544,no,4.319889e-18,1.058833e-74,2.810666e-36,17+80,1,+2.490e-18,9.317281e-06,1.412700528,4.943035e-07,legendre_d2_p63_n692.csv,b59e3b068ed1db7842acfd7ff6188a38453863eaa3a27ccb93589e8813621757,sync,twin-round-down
legendre,2,65,33,732,0.819864,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 02:18 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r4_15081643_191.out), banked 2026-09-10T15:51:29Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 757 for this cell, ours is 732; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 757 for this cell, ours is 732",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 02:18 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r4_15081643_191.out), banked 2026-09-10T15:51:29Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",577,no,4.724307e-18,5.704663e-71,4.343756e-36,17+80,1,-1.118e-18,1.478792e-05,1.410298131,3.433621e-04,legendre_d2_p65_n732.csv,8134aab11e81de76cd50d8601d70ae39a911075a06da800872956c374500b5e7,sync,twin-round-down
legendre,2,67,34,780,0.821426,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_302.out), banked 2026-09-09T21:57:45Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 805 for this cell, ours is 780; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 805 for this cell, ours is 780",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_302.out), banked 2026-09-09T21:57:45Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",612,no,2.534380e-18,1.952655e-73,2.510526e-36,17+80,1,+7.759e-19,7.907664e-06,1.41218623,2.136227e-04,legendre_d2_p67_n780.csv,bb7bade1eaa129ab40e1378985b6c5cac1fca7bd1622b058804970da2cb5dbb2,sync,twin-round-down
legendre,2,69,35,826,0.821149,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_303.out), banked 2026-09-09T22:50:19Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 849 for this cell, ours is 826; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 849 for this cell, ours is 826",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_303.out), banked 2026-09-09T22:50:19Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",647,no,3.203479e-18,1.004699e-70,2.965933e-36,17+80,1,-3.203e-18,7.015165e-06,1.413097676,3.488998e-04,legendre_d2_p69_n826.csv,193cc106bc4af996f6f3e5fefd706adaafd230321a0a750bbd3e2cb1a2467bee,sync,twin-round-down
legendre,2,71,36,872,0.820268,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_305.out), banked 2026-09-09T23:26:21Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 904 for this cell, ours is 872; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 904 for this cell, ours is 872",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-10 16:41 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r3_15008808_305.out), banked 2026-09-09T23:26:21Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",684,no,7.451843e-18,2.139465e-73,4.701333e-36,17+80,1,+4.506e-18,1.419597e-05,1.412237398,9.290434e-05,legendre_d2_p71_n872.csv,8d7f3a78811f15da49b043e749de5c295612eef72db85939083cd451a3545f75,sync,twin-round-down
legendre,2,73,37,922,0.820661,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 02:18 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r4_15081643_199.out), banked 2026-09-10T17:19:04Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 953 for this cell, ours is 922; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 953 for this cell, ours is 922",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 02:18 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r4_15081643_199.out), banked 2026-09-10T17:19:04Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",721,no,4.631576e-18,1.515478e-70,3.308439e-36,17+80,1,+4.632e-18,1.231460e-05,1.411452792,2.725591e-04,legendre_d2_p73_n922.csv,0acf799f0480828376f506392d7f275b1bffd69d8e328af56176555d52e43b30,sync,twin-round-down
legendre,2,75,38,980,0.823815,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 16:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r5_15142798_201.out), banked 2026-09-11T01:30:15Z",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 1001 for this cell, ours is 980; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 1001 for this cell, ours is 980",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-11 16:50 UTC; a cluster job log named this exact file on a production line — a job log on OSPool's access point named it (comms/provenance/clusters/ospool-ap40-logscan.tsv, log r5_15142798_201.out), banked 2026-09-11T01:30:15Z. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",760,no,3.795121e-18,2.053912e-70,4.926716e-36,17+80,1,-2.426e-18,1.035265e-05,1.411838791,1.383477e-04,legendre_d2_p75_n980.csv,a7a1e2cfdbbd9e032cbaa16cbb994093ddd684bf538a60141f4ac5da406b5472,sync,twin-round-down
legendre,2,77,39,1032,0.823712,F,free nodes (no imposed symmetry),"derived-from:dw_d2_p77_n1049.csv (Diallo and Worku, arXiv:2601.14488, their published rule for this same d=2 p=77 cell)",log-names-file,"a worker log names this exact file on a production line — dw_warm_d2p77.log: 2026-09-11 14:34:15  BANKED legendre_d2_p77_n1032.csv (relerr 8.9e-16); another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/poppyrose.tsv (that machine's own log dw_warm_d2p77.log), banked 2026-09-11T14:34:15",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 1049 for this cell, ours is 1032; literature survey (publish/shared/literature_best.tsv, source key diallo_worku2026): best published count 1049 for this cell, ours is 1032",legendre_d2_p77_n1034.csv,dw:dw_d2_p77_n1049.csv,"our pair elimination started from their published rule in this cell and went below it: the count is ours, the starting point is theirs",799,no,5.113516e-18,6.859382e-74,5.587306e-36,17+80,1,+5.438e-19,5.123054e-06,1.413313248,4.929671e-05,legendre_d2_p77_n1032.csv,9ebe596eb9a460db5b47d65cf1a3d2f846a51835c73d1bf413c83e3a15040569,sync,twin-round-down
legendre,3,1,1,1,1.000000,I,icosahedral (d=3),unrecorded,none,"no sidecar, worker-log or lineage evidence in either local tree",twin-shipped,"unestablished:Diallo and Worku, arXiv:2601.14488","our n=1 equals their published count, but the repo holds no node data for this cell — published counts for every degree are in symq/dw_counts.tsv, but node data (symq/dw_rules/) covers only square p 37-77 and cube p 27-45",unrecorded,unrecorded,"no entry in rules/literature.tsv or rules/lineage/; the per-rule lineage ledger only starts 2026-09-10, so this rule's origin is genuinely unrecorded. No evidence for this cell in any source consulted either: no worker log naming the file, no per-host provenance index naming it (comms/provenance/, which is how the office desktop and the laptop report their own logs), no lineage entry, no cluster harvest ledger (OSPool and Roar finds ARE recorded there), no downgrade entry and no sidecar reaching this count. So this deposit does not show who made it, in either direction",1,yes,0.000000e+00,0.000000e+00,0.000000e+00,17+80,1,+0.000e+00,1.000000e+00,0.8660254038,5.000000e-01,legendre_d3_p1_n1.csv,34cf016ed78ceee10a8c92f890ae1dbfde7d8d3a53bfbe5a4486751fbcb4dd16,sync,twin-round-down
legendre,3,3,2,6,0.908560,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,"unestablished:A. H. Stroud, Approximate Calculation of Multiple Integrals, Prentice-Hall, 1971.","Diallo and Worku, arXiv:2601.14488: published count(s) 8 for this cell, ours is 6; per the literature survey (publish/shared/literature_best.tsv, source key stroud1971): our n=6 equals the best published count; UNESTABLISHED - the repo does not record a node-for-node comparison for this cell. Settled by comparing our banked rule with the published coordinates.",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",6,yes,3.075673e-17,1.143200e-76,1.797433e-35,17+80,1,+0.000e+00,1.495627e-01,1.260510852,5.933834e-02,legendre_d3_p3_n6.csv,0ae30e04257dedce30acc9b1923492a2c729034a15e6a95dd624d8566e7eb7e8,sync,twin-round-down
legendre,3,5,3,13,0.783778,F,free nodes (no imposed symmetry),ours,cluster-find-ledger,"a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC",twin-shipped,"unestablished:A. H. Stroud, Approximate Calculation of Multiple Integrals, Prentice-Hall, 1971.","Diallo and Worku, arXiv:2601.14488: published count(s) 14 for this cell, ours is 13; per the literature survey (publish/shared/literature_best.tsv, source key stroud1971): our n=13 equals the best published count; UNESTABLISHED - the repo does not record a node-for-node comparison for this cell. Settled by comparing our banked rule with the published coordinates.",unrecorded,unrecorded,"our own tooling produced this rule — a cluster harvest ledger recorded this file as new to the bank — OSPool harvest ledger (cluster/finds_ospool.tsv), recorded new to the bank at the pull of 2026-09-02 19:12 UTC. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",13,yes,2.363498e-17,4.866200e-76,9.691222e-36,17+80,1,+0.000e+00,6.252678e-02,1.403857747,5.421404e-02,legendre_d3_p5_n13.csv,3c3adf7309286158b54d64ccb4fb9f50dadb04ed33acf89659677da01e2b64dc,sync,twin-round-down
legendre,3,7,4,26,0.740624,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,"distinct:Xiao and Gimbutas 2010, Comput. Math. Appl. 59, 663-676","Diallo and Worku, arXiv:2601.14488: published count(s) 34 for this cell, ours is 26; equal count n=26, and a different rule: xg_cube_p7_n26.csv: different node set up to the cube's symmetry (tol 1e-8)",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",26,yes,2.449519e-17,6.932176e-76,1.805559e-35,17+80,1,+3.469e-18,9.325386e-03,1.510768469,4.995881e-07,legendre_d3_p7_n26.csv,336353e7a27423e587dc477d1ae065bb2e3704c504dc4e5380a961276bb08436,sync,twin-round-down
legendre,3,9,5,48,0.726848,F,free nodes (no imposed symmetry),ours,host-provenance-index,"another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02",twin-shipped,no-tie,"Diallo and Worku, arXiv:2601.14488: published count(s) 58 for this cell, ours is 48; Xiao and Gimbutas 2010, Comput. Math. Appl. 59, 663-676: published count(s) 50 for this cell, ours is 48; literature survey (publish/shared/literature_best.tsv, source key xiao_gimbutas2010): best published count 50 for this cell, ours is 48",unrecorded,unrecorded,"our own tooling produced this rule — another machine's index of ITS OWN worker logs names this exact file on a production line — comms/provenance/L2ECON-LT0002.tsv (that machine's own log legendre.log), banked 2026-09-11T14:38:02. There is no entry in rules/literature.tsv and no node-level match against the published rules held locally, so this is our work",43,no,1.582875e-17,6.948035e-75,1.385922e-35,17+80,1,+2.602e-18,3.575154e-03,1.646080096,4.996760e-07,legendre_d3_p9_n48.csv,2786bca27027dec1cbab7b20d33b282ce4e3a99962b989e2d00a1e54cb2d5cec,sync,twin-round-down
